School Type,School District or Name,MMR Vaccination Rate,Age Group,metric,Size_10,Size_25,Size_100,Size_250,Size_500,Size_750,Size_1000,Size_1500,Size_2500,Size_500,average_school_size,metric_average_school_size
Public ISD,LULING ISD,95.3,7th Grade,total_infected_mean,1,1.373,1.703,2.107,2.439,2.65,2.6515,2.9375,3.173,3.445,481,2.413768
Public ISD,LUMBERTON ISD,97.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.001,0.001,0.004,0.0045,727,
Public ISD,LUMBERTON ISD,97.6,7th Grade,total_infected_mean,1,1,1.316,1.336,1.429,1.4965,1.4835,1.501,1.5385,1.606,727,1.49029
Public ISD,LYFORD CISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,465,
Public ISD,LYFORD CISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,465,1
Public ISD,LYTLE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,332,
Public ISD,LYTLE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,332,1
Private School,Lake Country Christian School,68.8,7th Grade,probability_exceeding_10_total_cases,0,0,0.795,0.807,0.796,0.81,0.7955,0.795,0.815,0.806,,0.796
Private School,Lake Country Christian School,68.8,7th Grade,total_infected_mean,3.3635,6.197,25.396,62.497,123.148,187.9175,246.1155,368.735,630.884,1246.7705,,123.148
Private School,Lakehill Preparatory School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Lakehill Preparatory School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Lakeland Christian Academy,90.9,7th Grade,probability_exceeding_10_total_cases,0,0,0.05,0.2775,0.3095,0.324,0.332,0.3335,0.3195,0.3445,,0.3095
Private School,Lakeland Christian Academy,90.9,7th Grade,total_infected_mean,1,1.905,3.825,6.0375,9.136,12.508,14.921,19.8895,30.72,57.542,,9.136
Private School,Legacy Christian Academy,86.2,7th Grade,probability_exceeding_10_total_cases,0,0,0.3935,0.497,0.5205,0.529,0.5285,0.5285,0.531,0.536,,0.5205
Private School,Legacy Christian Academy,86.2,7th Grade,total_infected_mean,1.6055,2.547,6.542,14.719,28.8575,43.43,58.3855,88.0705,145.091,296.518,,28.8575
Private School,Legacy Christian Academy Beaumont,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Legacy Christian Academy Beaumont,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Legacy Classical Christian Academy (NAUM,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Legacy Classical Christian Academy (NAUM,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Legacy Preperatory Christian Academy,95.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.01,0.031,0.0605,0.065,0.0675,0.081,0.073,,0.031
Private School,Legacy Preperatory Christian Academy,95.2,7th Grade,total_infected_mean,1,1.382,1.6835,2.211,2.411,2.7375,2.8565,2.8735,3.2775,3.3385,,2.411
Private School,Liberty Christian School,78.5,7th Grade,probability_exceeding_10_total_cases,0,0,0.6885,0.694,0.716,0.706,0.711,0.7015,0.6985,0.708,,0.716
Private School,Liberty Christian School,78.5,7th Grade,total_infected_mean,2.4525,4.2965,14.726,35.8035,73.871,109.4255,146.1125,216.236,358.3245,726.3995,,73.871
Private School,Life Lutheran School,90,7th Grade,probability_exceeding_10_total_cases,0,0,0.058,0.2995,0.342,0.3515,0.3795,0.3885,0.388,0.3885,,0.342
Private School,Life Lutheran School,90,7th Grade,total_infected_mean,1,1.879,3.6575,6.821,11.375,15.5895,21.199,30.666,48.424,92.614,,11.375
Private School,Lifegate Christian School,89.5,7th Grade,probability_exceeding_10_total_cases,0,0,0.1355,0.357,0.386,0.393,0.3895,0.4195,0.413,0.397,,0.386
Private School,Lifegate Christian School,89.5,7th Grade,total_infected_mean,1.6145,1.91,4.1485,8.181,13.4865,19.22,24.339,37.519,60.2425,113.7155,,13.4865
Private School,Live Oak Classical School,94.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,,0.0835
Private School,Live Oak Classical School,94.4,7th Grade,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,,3.0385
Private School,Living Rock Academy,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Living Rock Academy,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Living Stones Christian School,88.2,7th Grade,probability_exceeding_10_total_cases,0,0,0.232,0.424,0.463,0.462,0.462,0.462,0.4705,0.4695,,0.463
Private School,Living Stones Christian School,88.2,7th Grade,total_infected_mean,1.6205,1.9035,4.956,10.4575,19.4395,29.129,37.004,55.4405,93.6135,184.586,,19.4395
Private School,Logos Preparatory School (NAUMS),93.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.068,0.1245,0.134,0.161,0.1555,0.175,0.1955,,0.1245
Private School,Logos Preparatory School (NAUMS),93.6,7th Grade,total_infected_mean,1,1.3855,2.377,3.056,3.8765,4.2015,5.132,5.5405,7.2115,8.9595,,3.8765
Private School,Longview Christian School,62.5,7th Grade,probability_exceeding_10_total_cases,0,0.7465,0.846,0.8485,0.84,0.8505,0.843,0.8535,0.848,0.845,,0.84
Private School,Longview Christian School,62.5,7th Grade,total_infected_mean,3.3985,8.3535,32.1525,79.61,157.5065,239.1525,315.1165,479.0205,792.857,1579.162,,157.5065
Private School,Loretto Academy,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Loretto Academy,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Lubbock Christian School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Lubbock Christian School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Lucas Christian Academy,80.6,7th Grade,probability_exceeding_10_total_cases,0,0,0.648,0.6595,0.6605,0.654,0.6645,0.675,0.6675,0.6895,,0.6605
Private School,Lucas Christian Academy,80.6,7th Grade,total_infected_mean,1.621,3.2825,12.553,30.3275,60.574,89.4515,121.0665,183.591,302.712,625.859,,60.574
Private School,Lutheran North Academy,40,7th Grade,probability_exceeding_10_total_cases,0,0.9025,0.916,0.91,0.911,0.904,0.9215,0.9125,0.9235,0.9035,,0.911
Private School,Lutheran North Academy,40,7th Grade,total_infected_mean,5.3825,13.6405,55.039,136.5805,273.378,406.8685,552.9345,821.2645,1385.1775,2710.363,,273.378
Private School,Lutheran South Academy Houston,94.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0305,0.072,0.0865,0.083,0.1015,0.111,0.114,,0.072
Private School,Lutheran South Academy Houston,94.6,7th Grade,total_infected_mean,1,1.3795,1.9895,2.516,2.918,3.251,3.294,3.744,4.2515,4.3265,,2.918
Private School,Lydia Patterson Institute,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Lydia Patterson Institute,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Public ISD,MABANK ISD,98.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,686,
Public ISD,MABANK ISD,98.7,7th Grade,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,686,1.199708
Public ISD,MADISONVILLE CISD,97.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.001,0.002,0.002,0.003,0.0025,594,
Public ISD,MADISONVILLE CISD,97.7,7th Grade,total_infected_mean,1,1,1.295,1.375,1.4105,1.517,1.479,1.538,1.495,1.4785,594,1.450544
Public ISD,MAGNOLIA ISD,94.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0305,0.072,0.0865,0.083,0.1015,0.111,0.114,903,0.084358
Public ISD,MAGNOLIA ISD,94.6,7th Grade,total_infected_mean,1,1.3795,1.9895,2.516,2.918,3.251,3.294,3.744,4.2515,4.3265,903,3.277316
Public ISD,MALAKOFF ISD,98,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0.0015,0.0005,0.0025,302,
Public ISD,MALAKOFF ISD,98,7th Grade,total_infected_mean,1,1,1.1265,1.2535,1.357,1.3905,1.3285,1.413,1.4305,1.4195,302,1.275028
Public ISD,MANARA ACADEMY,79,7th Grade,probability_exceeding_10_total_cases,0,0,0.6565,0.7155,0.694,0.708,0.7005,0.701,0.7095,0.721,223,0.70488
Public ISD,MANARA ACADEMY,79,7th Grade,total_infected_mean,2.4185,4.207,13.425,36.138,69.3065,106.4335,139.6755,209.63,354.1505,718.278,223,32.04966
Public ISD,MANOR ISD,99,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,640,
Public ISD,MANOR ISD,99,7th Grade,total_infected_mean,1,1,1,1.123,1.139,1.1425,1.1515,1.174,1.1685,1.183,640,1.14096
Public ISD,MANSFIELD ISD,98.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,752,
Public ISD,MANSFIELD ISD,98.4,7th Grade,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,752,1.264304
Public ISD,MARBLE FALLS ISD,98.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,571,
Public ISD,MARBLE FALLS ISD,98.9,7th Grade,total_infected_mean,1,1,1.1425,1.11,1.1755,1.191,1.1625,1.215,1.199,1.182,571,1.179902
Public ISD,MARFA ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,194,
Public ISD,MARFA ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,194,1
Public ISD,MARION ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,303,
Public ISD,MARION ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,303,1
Public ISD,MARLIN ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,224,
Public ISD,MARLIN ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,224,1
Public ISD,MARSHALL ISD,99.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,619,
Public ISD,MARSHALL ISD,99.1,7th Grade,total_infected_mean,1,1,1,1.122,1.1395,1.129,1.1265,1.1605,1.1615,1.1575,619,1.134502
Public ISD,MART ISD,97.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0015,0.005,0.005,0.0085,0.008,302,
Public ISD,MART ISD,97.2,7th Grade,total_infected_mean,1,1,1.323,1.433,1.591,1.623,1.6335,1.6565,1.713,1.7,302,1.465864
Public ISD,MARTINS MILL ISD,97.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.002,0.005,0.0075,0.0075,0.0095,0.011,248,
Public ISD,MARTINS MILL ISD,97.1,7th Grade,total_infected_mean,1,1,1.284,1.62,1.6245,1.6765,1.689,1.722,1.7485,1.764,248,1.61552
Public ISD,MARTINSVILLE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,313,
Public ISD,MARTINSVILLE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,313,1
Public ISD,MASON ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,233,
Public ISD,MASON ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,233,1
Public ISD,MATAGORDA ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,109,
Public ISD,MATAGORDA ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,109,1
Public ISD,MATHIS ISD,95.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0055,0.0295,0.0525,0.0395,0.057,0.062,0.0705,357,0.015772
Public ISD,MATHIS ISD,95.5,7th Grade,total_infected_mean,1,1.39,1.6935,2.1555,2.2895,2.6715,2.446,2.717,2.834,3.005,357,2.212852
Public ISD,MAUD ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,450,
Public ISD,MAUD ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,450,1
Public ISD,MAY ISD,84.6,7th Grade,probability_exceeding_10_total_cases,0,0,0.4885,0.549,0.583,0.5805,0.584,0.583,0.5965,0.58,121,0.49697
Public ISD,MAY ISD,84.6,7th Grade,total_infected_mean,1.604,2.55,8.199,18.697,38.45,58.197,77.4105,115.625,196.74,384.4135,121,9.66872
Public ISD,MAYPEARL ISD,95.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0055,0.0295,0.0525,0.0395,0.057,0.062,0.0705,302,0.010492
Public ISD,MAYPEARL ISD,95.5,7th Grade,total_infected_mean,1,1.39,1.6935,2.1555,2.2895,2.6715,2.446,2.717,2.834,3.005,302,2.183372
Public ISD,MCALLEN ISD,99.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,652,
Public ISD,MCALLEN ISD,99.2,7th Grade,total_infected_mean,1,1,1,1.065,1.0855,1.122,1.129,1.1215,1.118,1.142,652,1.107692
Public ISD,MCCAMEY ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,161,
Public ISD,MCCAMEY ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,161,1
Public ISD,MCDADE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,188,
Public ISD,MCDADE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,188,1
Public ISD,MCGREGOR ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,373,
Public ISD,MCGREGOR ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,373,1
Public ISD,MCKINNEY ISD,95.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0105,0.0335,0.0495,0.055,0.0655,0.0615,0.065,706,0.046684
Public ISD,MCKINNEY ISD,95.4,7th Grade,total_infected_mean,1,1.3825,1.7555,2.182,2.332,2.6285,2.6725,2.8855,2.882,3.0575,706,2.576316
Public ISD,MCLEAN ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,182,
Public ISD,MCLEAN ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,182,1
Public ISD,MCLEOD ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,424,
Public ISD,MCLEOD ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,424,1
Public ISD,MCMULLEN COUNTY ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,280,
Public ISD,MCMULLEN COUNTY ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,280,1
Public ISD,MEADOW ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,230,
Public ISD,MEADOW ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,230,1
Public ISD,MEDINA ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,243,
Public ISD,MEDINA ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,243,1
Public ISD,MEDINA VALLEY ISD,99,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,1070,
Public ISD,MEDINA VALLEY ISD,99,7th Grade,total_infected_mean,1,1,1,1.123,1.139,1.1425,1.1515,1.174,1.1685,1.183,1070,1.15465
Public ISD,MELISSA ISD,95.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.01,0.031,0.0605,0.065,0.0675,0.081,0.073,1105,0.065525
Public ISD,MELISSA ISD,95.2,7th Grade,total_infected_mean,1,1.382,1.6835,2.211,2.411,2.7375,2.8565,2.8735,3.2775,3.3385,1105,2.86007
Public ISD,MEMPHIS ISD,96.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.0035,0.008,0.01,0.0145,0.015,0.014,77,
Public ISD,MEMPHIS ISD,96.8,7th Grade,total_infected_mean,1,1,1.492,1.5395,1.757,1.8725,1.818,1.9025,1.8745,1.841,77,1.34112
Public ISD,MENARD ISD,92.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,132,
Public ISD,MENARD ISD,92.9,7th Grade,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,132,2.9542
Public ISD,MERCEDES ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,398,
Public ISD,MERCEDES ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,398,1
Public ISD,MERIDIAN ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,191,
Public ISD,MERIDIAN ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,191,1
Public ISD,MERKEL ISD,97.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.001,0.002,0.002,0.003,0.0025,363,
Public ISD,MERKEL ISD,97.7,7th Grade,total_infected_mean,1,1,1.295,1.375,1.4105,1.517,1.479,1.538,1.495,1.4785,363,1.391046
Public ISD,MESQUITE ISD,99.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,750,
Public ISD,MESQUITE ISD,99.2,7th Grade,total_infected_mean,1,1,1,1.065,1.0855,1.122,1.129,1.1215,1.118,1.142,750,1.122
Public ISD,MEXIA ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,410,
Public ISD,MEXIA ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,410,1
Public ISD,MEYERPARK CHARTER,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,296,
Public ISD,MEYERPARK CHARTER,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,296,1
Public ISD,MEYERSVILLE ISD,90.9,7th Grade,probability_exceeding_10_total_cases,0,0,0.05,0.2775,0.3095,0.324,0.332,0.3335,0.3195,0.3445,176,0.165266667
Public ISD,MEYERSVILLE ISD,90.9,7th Grade,total_infected_mean,1,1.905,3.825,6.0375,9.136,12.508,14.921,19.8895,30.72,57.542,176,4.946
Public ISD,MIAMI ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,177,
Public ISD,MIAMI ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,177,1
Public ISD,MIDLAND ACADEMY CHARTER SCHOOL,89.3,7th Grade,probability_exceeding_10_total_cases,0,0,0.1455,0.3565,0.4,0.3895,0.4065,0.4285,0.427,0.428,421,0.386254
Public ISD,MIDLAND ACADEMY CHARTER SCHOOL,89.3,7th Grade,total_infected_mean,1.6245,1.912,4.2625,8.1905,14.904,20.0315,26.689,41.2475,65.207,130.197,421,12.782534
Public ISD,MIDLAND ISD,98.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,759,
Public ISD,MIDLAND ISD,98.8,7th Grade,total_infected_mean,1,1,1.1325,1.1255,1.169,1.1815,1.1675,1.1995,1.1995,1.211,759,1.180996
Public ISD,MIDLOTHIAN ISD,97.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.001,0.001,0.004,0.0045,831,0.000662
Public ISD,MIDLOTHIAN ISD,97.6,7th Grade,total_infected_mean,1,1,1.316,1.336,1.429,1.4965,1.4835,1.501,1.5385,1.606,831,1.492288
Public ISD,MIDWAY ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,713,
Public ISD,MIDWAY ISD,95.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0055,0.0295,0.0525,0.0395,0.057,0.062,0.0705,713,0.049096
Public ISD,MIDWAY ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,713,1
Public ISD,MIDWAY ISD,95.5,7th Grade,total_infected_mean,1,1.39,1.6935,2.1555,2.2895,2.6715,2.446,2.717,2.834,3.005,713,2.614964
Public ISD,MILDRED ISD,98.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,419,
Public ISD,MILDRED ISD,98.8,7th Grade,total_infected_mean,1,1,1.1325,1.1255,1.169,1.1815,1.1675,1.1995,1.1995,1.211,419,1.154906
Public ISD,MILES ISD,97.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0025,0.002,0.0065,0.005,0.0085,174,
Public ISD,MILES ISD,97.4,7th Grade,total_infected_mean,1,1,1.3085,1.475,1.503,1.609,1.5615,1.6255,1.6295,1.665,174,1.39064
Public ISD,MILFORD ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,258,
Public ISD,MILFORD ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,258,1
Public ISD,MILLER GROVE ISD,92.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,310,0.13454
Public ISD,MILLER GROVE ISD,92.9,7th Grade,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,310,4.02672
Public ISD,MILLSAP ISD,94.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0175,0.056,0.067,0.0765,0.091,0.085,0.093,361,0.034594
Public ISD,MILLSAP ISD,94.8,7th Grade,total_infected_mean,1,1.3905,1.973,2.252,2.7265,2.8915,3.0975,3.5795,3.6145,3.9745,361,2.462678
Public ISD,MINEOLA ISD,98.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,438,
Public ISD,MINEOLA ISD,98.4,7th Grade,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,438,1.235
Public ISD,MINERAL WELLS ISD,99.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,1651,
Public ISD,MINERAL WELLS ISD,99.1,7th Grade,total_infected_mean,1,1,1,1.122,1.1395,1.129,1.1265,1.1605,1.1615,1.1575,1651,1.160651
Public ISD,MISSION CISD,99.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,625,
Public ISD,MISSION CISD,99.7,7th Grade,total_infected_mean,1,1,1,1,1.0355,1.04,1.03,1.042,1.04,1.044,625,1.03775
Public ISD,MONAHANS-WICKETT-PYOTE ISD,98.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,343,
Public ISD,MONAHANS-WICKETT-PYOTE ISD,98.8,7th Grade,total_infected_mean,1,1,1.1325,1.1255,1.169,1.1815,1.1675,1.1995,1.1995,1.211,343,1.141682
Public ISD,MONTAGUE ISD,69.2,7th Grade,probability_exceeding_10_total_cases,0,0,0.81,0.81,0.811,0.8135,0.8,0.7985,0.806,0.794,163,0.81
Public ISD,MONTAGUE ISD,69.2,7th Grade,total_infected_mean,3.37,6.2435,24.9925,61.86,123.79,186.155,244.1565,365.3625,614.7605,1210.955,163,40.47685
Public ISD,MONTGOMERY ISD,94.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0395,0.104,0.0965,0.1045,0.123,0.104,0.1305,851,0.099732
Public ISD,MONTGOMERY ISD,94.3,7th Grade,total_infected_mean,1,1.3835,1.985,2.654,3.4235,3.6235,3.7525,4.2045,4.017,5.5055,851,3.675616
Public ISD,MOODY ISD,90.9,7th Grade,probability_exceeding_10_total_cases,0,0,0.05,0.2775,0.3095,0.324,0.332,0.3335,0.3195,0.3445,187,0.18195
Public ISD,MOODY ISD,90.9,7th Grade,total_infected_mean,1,1.905,3.825,6.0375,9.136,12.508,14.921,19.8895,30.72,57.542,187,5.10825
Public ISD,MORAN ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,115,
Public ISD,MORAN ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,115,1
Public ISD,MORGAN ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,137,
Public ISD,MORGAN ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,137,1
Public ISD,MORGAN MILL ISD,80,7th Grade,probability_exceeding_10_total_cases,0,0,0.644,0.67,0.68,0.681,0.686,0.6915,0.697,0.7005,127,0.64868
Public ISD,MORGAN MILL ISD,80,7th Grade,total_infected_mean,1.6095,3.3515,12.539,31.559,63.813,96.0335,128.7475,195.295,328.0235,659.184,127,15.9626
Public ISD,MORTON ISD,96.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0225,0.0225,0.035,0.031,368,0.005928
Public ISD,MORTON ISD,96.2,7th Grade,total_infected_mean,1,1,1.491,1.7735,2.0235,2.1045,2.11,2.17,2.347,2.297,368,1.8915
Public ISD,MOTLEY COUNTY ISD,91.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,179,
Public ISD,MOTLEY COUNTY ISD,91.7,7th Grade,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,179,4.038323333
Public ISD,MOULTON ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,146,
Public ISD,MOULTON ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,146,1
Public ISD,MOUNT CALM ISD,93.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.096,0.151,0.165,0.1845,0.1885,0.203,0.196,168,
Public ISD,MOUNT CALM ISD,93.3,7th Grade,total_infected_mean,1,1.3715,2.3135,3.263,4.371,5.103,6.0135,6.938,8.498,9.8535,168,2.74394
Public ISD,MOUNT ENTERPRISE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,250,
Public ISD,MOUNT ENTERPRISE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,250,1
Public ISD,MOUNT PLEASANT ISD,98.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,553,
Public ISD,MOUNT PLEASANT ISD,98.5,7th Grade,total_infected_mean,1,1,1.122,1.19,1.2525,1.263,1.2635,1.2845,1.311,1.288,553,1.254726
Public ISD,MOUNT VERNON ISD,97.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0025,0.002,0.0065,0.005,0.0085,536,
Public ISD,MOUNT VERNON ISD,97.4,7th Grade,total_infected_mean,1,1,1.3085,1.475,1.503,1.609,1.5615,1.6255,1.6295,1.665,536,1.518264
Public ISD,MUENSTER ISD,97.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.001,0.001,0.004,0.0045,285,
Public ISD,MUENSTER ISD,97.6,7th Grade,total_infected_mean,1,1,1.316,1.336,1.429,1.4965,1.4835,1.501,1.5385,1.606,285,1.34902
